!OMP_NUM_THREADS key mode conf E v kr eta mu 
 8         0 'drained' 0.2e6     9.0000000000e+00     1.0000000000e-01     1.4286000000e-01     1.1111000000e-01     5.4546000000e+00 
 8         1 'drained' 0.2e6     8.0000000000e+00     2.0000000000e-01     2.8571000000e-01     2.2222000000e-01     1.0909200000e+01 
 8         2 'drained' 0.2e6     7.5000003213e+00     4.0000000000e-01     5.7143000000e-01     4.4444000000e-01     2.1818400000e+01 
 8         3 'drained' 0.2e6     9.5000003213e+00     2.0000000000e-02     7.1429000000e-01     5.5556000000e-01     2.7273000000e+01 
 8         4 'drained' 0.2e6     8.5000003213e+00     1.2000000000e-01     8.5714000000e-01     6.6667000000e-01     3.2727000000e+01 
 8         5 'drained' 0.2e6     7.2500001441e+00     3.2000000000e-01     1.6327000000e-01     8.8889000000e-01     4.3636200000e+01 
 8         6 'drained' 0.2e6     9.2500001441e+00     4.2000000000e-01     3.0612000000e-01     1.2350000000e-02     4.9090800000e+01 
 8         7 'drained' 0.2e6     8.2500001441e+00     4.0000000000e-02     4.4898000000e-01     1.2346000000e-01     5.4545400000e+01 
 8         8 'drained' 0.2e6     7.7499997489e+00     2.4000000000e-01     7.3469000000e-01     3.4568000000e-01     5.9502000000e+00 
 8         9 'drained' 0.2e6     9.7499997489e+00     3.4000000000e-01     8.7755000000e-01     4.5679000000e-01     1.1404800000e+01 
 8        10 'drained' 0.2e6     8.7499997489e+00     4.4000000000e-01     4.0820000000e-02     5.6790000000e-01     1.6859400000e+01 
 8        11 'drained' 0.2e6     7.1249995336e+00     1.6000000000e-01     3.2653000000e-01     7.9012000000e-01     2.7768600000e+01 
 8        12 'drained' 0.2e6     9.1249995336e+00     2.6000000000e-01     4.6939000000e-01     9.0123000000e-01     3.3223200000e+01 
 8        13 'drained' 0.2e6     8.1249995336e+00     3.6000000000e-01     6.1224000000e-01     2.4690000000e-02     3.8677800000e+01 
 8        14 'drained' 0.2e6     7.6250005114e+00     8.0000000000e-02     8.9796000000e-01     2.4691000000e-01     4.9587000000e+01 
 8        15 'drained' 0.2e6     9.6250005114e+00     1.8000000000e-01     6.1220000000e-02     3.5802000000e-01     5.5041600000e+01 
 8        16 'drained' 0.2e6     8.6250005114e+00     2.8000000000e-01     2.0408000000e-01     4.6914000000e-01     9.9180000000e-01 
 8        17 'drained' 0.2e6     7.3749993213e+00     4.8000000000e-01     4.8980000000e-01     6.9136000000e-01     1.1901000000e+01 
 8        18 'drained' 0.2e6     9.3749993213e+00     4.0000000000e-03     6.3265000000e-01     8.0247000000e-01     1.7355600000e+01 
 8        19 'drained' 0.2e6     8.3749993213e+00     1.0400000000e-01     7.7551000000e-01     9.1358000000e-01     2.2810200000e+01 
 8        20 'drained' 0.2e6     7.8749998788e+00     3.0400000000e-01     8.1630000000e-02     1.4815000000e-01     3.3718800000e+01 
 8        21 'drained' 0.2e6     9.8749998788e+00     4.0400000000e-01     2.2449000000e-01     2.5926000000e-01     3.9173400000e+01 
 8        22 'drained' 0.2e6     8.8749998788e+00     2.4000000000e-02     3.6735000000e-01     3.7037000000e-01     4.4628000000e+01 
 8        23 'drained' 0.2e6     7.0624804490e+00     2.2400000000e-01     6.5306000000e-01     5.9259000000e-01     5.5537200000e+01 
 8        24 'drained' 0.2e6     9.0624804490e+00     3.2400000000e-01     7.9592000000e-01     7.0370000000e-01     1.4874000000e+00 
 8        25 'drained' 0.2e6     8.0624804490e+00     4.2400000000e-01     9.3878000000e-01     8.1481000000e-01     6.9420000000e+00 
 8        26 'drained' 0.2e6     7.5624796304e+00     1.4400000000e-01     2.4490000000e-01     4.9380000000e-02     1.7851200000e+01 
 8        27 'drained' 0.2e6     9.5624796304e+00     2.4400000000e-01     3.8776000000e-01     1.6049000000e-01     2.3305800000e+01 
 8        28 'drained' 0.2e6     8.5624796304e+00     3.4400000000e-01     5.3061000000e-01     2.7160000000e-01     2.8760400000e+01 
 8        29 'drained' 0.2e6     7.3124799026e+00     6.4000000000e-02     8.1633000000e-01     4.9383000000e-01     3.9669600000e+01 
 8        30 'drained' 0.2e6     9.3124799026e+00     1.6400000000e-01     9.5918000000e-01     6.0494000000e-01     4.5124200000e+01 
 8        31 'drained' 0.2e6     8.3124799026e+00     2.6400000000e-01     1.2245000000e-01     7.1605000000e-01     5.0578800000e+01 
 8        32 'drained' 0.2e6     7.8124801825e+00     4.6400000000e-01     4.0816000000e-01     9.3827000000e-01     1.9836000000e+00 
